Unnamed: 0,CO_GT,PT08_S1_CO,NMHC_GT,Nox_GT,PT08_S3_Nox,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T2,RH,AH,C6H6_GT
3069.0,6.0,-999.0,-999.0,700.3,-999.0,296.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
3070.0,5.0,1835.2,-999.0,983.3,355.2,244.1,2083.1,2254.2,10.5,128.9,2.5369,38.1
3071.0,3.0,1342.2,-999.0,267.3,572.2,87.1,1707.1,1195.2,28.7,75.3,43.504,15.3
3072.0,5.1,1247.2,-999.0,469.3,574.2,222.1,1547.1,1199.2,18.4,104.7,32.866,14.8
3073.0,-999.0,1026.2,-999.0,-999.0,1032.2,-999.0,1553.1,972.2,20.6,70.7,2.6305,10.3
3074.0,0.4,781.2,-999.0,29.3,1609.2,28.1,667.1,261.2,3.9,96.1,1.2637,0.4
3075.0,1.4,927.2,-999.0,173.3,1021.2,94.1,1331.1,734.2,22.2,85.7,33.895,6.3
3076.0,1.2,868.2,-999.0,154.3,1095.2,120.1,752.1,551.2,4.4,73.3,1.0192,2.4
3077.0,2.3,1228.2,-999.0,293.3,643.2,174.1,1124.1,1396.2,7.9,100.1,1.69,8.3
3078.0,1.5,1064.2,-999.0,258.3,785.2,167.1,954.1,1319.2,6.7,92.1,1.4515,5.4
3079.0,5.1,1521.2,-999.0,677.3,446.2,139.1,1977.1,1720.2,21.4,123.9,46.489,26.6
3080.0,1.5,-999.0,-999.0,82.3,-999.0,88.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
3081.0,1.5,1161.2,70.1,92.3,947.2,107.1,1502.1,1240.2,14.4,110.9,2.7925,8.1
3082.0,0.9,807.2,-999.0,157.3,1097.2,94.1,684.1,384.2,3.2,62.1,0.8158,2.6
3083.0,3.4,1382.2,-999.0,183.3,632.2,128.1,1941.1,1511.2,19.3,104.7,34.648,18.1
3084.0,1.0,939.2,-999.0,40.3,858.2,47.1,1544.1,664.2,26.8,99.1,51.244,4.9
3085.0,2.5,1137.2,-999.0,229.3,680.2,123.1,1620.1,1138.2,23.7,107.3,46.222,11.9
3086.0,5.7,1515.2,-999.0,699.3,496.2,133.1,2288.1,1591.2,18.3,132.3,41.137,31.4
3087.0,5.8,1673.2,-999.0,649.3,397.2,196.1,2008.1,1812.2,19.5,112.7,3.85,27.2
3088.0,1.4,1027.2,152.1,76.3,996.2,81.1,1458.1,647.2,15.9,97.3,2.6959,5.9
3089.0,1.1,805.2,-999.0,41.3,1161.2,12.1,1117.1,565.2,19.9,62.3,2.2312,4.5
3090.0,-999.0,885.2,-999.0,-999.0,1144.2,-999.0,1036.1,529.2,9.2,147.9,2.6728,1.4
3091.0,-999.0,904.2,-999.0,-999.0,809.2,-999.0,1529.1,766.2,21.1,133.9,49.462,4.8
3092.0,0.8,856.2,-999.0,122.3,1138.2,92.1,810.1,556.2,4.2,94.9,1.2778,1.7
3093.0,1.1,857.2,-999.0,115.3,1094.2,64.1,1071.1,636.2,13.3,125.9,2.9551,2.3
3094.0,2.1,1093.2,-999.0,353.3,871.2,131.1,1457.1,1125.2,30.4,46.1,3.031,12.8
3095.0,0.4,1092.2,-999.0,64.3,669.2,98.1,1746.1,836.2,28.1,92.5,5.263,10.7
3096.0,2.1,-999.0,-999.0,208.3,-999.0,144.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
3097.0,2.7,1443.2,-999.0,341.3,542.2,145.1,1356.1,1396.2,8.2,170.1,2.8663,10.7
3098.0,1.8,981.2,-999.0,129.3,1054.2,99.1,1363.1,695.2,25.9,37.3,1.924,7.7
3099.0,0.7,804.2,-999.0,48.3,1366.2,50.1,1357.1,420.2,13.3,129.3,3.0322,2.3
3100.0,3.1,1167.2,-999.0,182.3,709.2,113.1,1920.1,1083.2,17.5,122.3,3.718,14.5
3101.0,2.8,1267.2,332.1,151.3,764.2,129.1,1740.1,1339.2,19.9,93.7,32.206,13.1
3102.0,1.0,1038.2,-999.0,185.3,760.2,110.1,1102.1,940.2,10.2,128.7,2.4802,3.8
3103.0,-999.0,943.2,-999.0,-999.0,828.2,-999.0,1033.1,868.2,8.9,84.1,1.5319,6.1
3104.0,1.3,-999.0,-999.0,54.3,-999.0,65.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
3105.0,-999.0,1311.2,-999.0,-999.0,524.2,-999.0,1941.1,1662.2,31.5,69.1,46.897,18.9
3106.0,3.3,-999.0,-999.0,407.3,-999.0,138.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
3107.0,2.1,1159.2,167.1,138.3,837.2,76.1,1663.1,1098.2,12.5,128.1,2.8618,9.9
3108.0,1.6,1033.2,-999.0,118.3,882.2,95.1,1617.1,905.2,17.3,104.7,30.607,8.4
3109.0,2.3,1072.2,-999.0,120.3,745.2,127.1,1611.1,817.2,39.9,41.1,44.161,11.7
3110.0,3.9,1310.2,-999.0,496.3,746.2,149.1,1694.1,1350.2,14.7,113.3,2.9101,20.2
3111.0,2.1,-999.0,-999.0,101.3,-999.0,107.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
3112.0,1.2,1003.2,-999.0,59.3,864.2,67.1,1537.1,695.2,29.2,59.3,35.476,7.5
3113.0,0.8,798.2,-999.0,41.3,1204.2,14.1,1138.1,500.2,15.8,102.3,2.8168,2.5
3114.0,2.6,1241.2,-999.0,147.3,772.2,130.1,1698.1,1177.2,22.4,64.3,2.6545,13.8
3115.0,1.4,936.2,-999.0,108.3,990.2,97.1,1430.1,921.2,25.0,54.5,2.6287,7.3
3116.0,1.1,1053.2,-999.0,399.3,810.2,186.1,1008.1,1346.2,5.4,101.1,1.459,7.0
3117.0,-999.0,1335.2,-999.0,-999.0,563.2,-999.0,1729.1,1293.2,26.4,92.1,46.534,14.6
3118.0,-999.0,746.2,-999.0,-999.0,1807.2,-999.0,1111.1,308.2,15.8,84.7,2.3392,0.6
3119.0,4.0,1160.2,-999.0,596.3,706.2,162.1,1114.1,1363.2,7.7,81.3,1.3819,13.0
3120.0,2.0,1112.2,136.1,131.3,924.2,99.1,1589.1,900.2,14.2,99.7,2.4913,10.1
3121.0,0.8,755.2,-999.0,100.3,1285.2,79.1,621.1,343.2,1.1,68.7,0.7876,1.4
3122.0,2.2,1085.2,-999.0,426.3,705.2,184.1,985.1,1433.2,9.6,69.3,1.333,7.6
3123.0,1.7,904.2,-999.0,127.3,1048.2,94.1,1549.1,744.2,22.6,75.7,30.571,7.6
3124.0,1.1,1018.2,-999.0,183.3,800.2,83.1,1171.1,958.2,10.1,149.7,2.8483,4.7
3125.0,4.9,1256.2,-999.0,488.3,612.2,189.1,1230.1,1371.2,6.4,120.9,1.8433,11.5
3126.0,3.4,1452.2,-999.0,207.3,576.2,117.1,2138.1,1622.2,22.0,86.7,33.895,22.7
3127.0,2.1,1060.2,-999.0,135.3,858.2,102.1,1623.1,1074.2,24.0,61.5,2.8006,10.9
3128.0,1.5,835.2,-999.0,284.3,988.2,122.1,720.1,630.2,2.9,60.7,0.7882,3.6
3129.0,-999.0,924.2,-999.0,-999.0,899.2,-999.0,955.1,704.2,12.3,59.5,1.3615,6.2
3130.0,1.9,963.2,-999.0,268.3,853.2,112.1,1311.1,938.2,18.8,79.5,2.6446,7.7
3131.0,3.9,1373.2,-999.0,205.3,670.2,154.1,1889.1,1325.2,23.0,73.1,30.349,18.4
3132.0,1.8,1129.2,137.1,106.3,974.2,73.1,1524.1,759.2,20.7,73.5,2.7391,7.4
3133.0,2.8,1336.2,132.1,256.3,935.2,96.1,1678.1,1192.2,6.6,143.3,2.1835,11.8
3134.0,2.1,1165.2,-999.0,438.3,692.2,177.1,1155.1,1197.2,3.7,151.9,1.9165,6.9
3135.0,3.5,1440.2,-999.0,522.3,506.2,137.1,1879.1,1616.2,23.9,109.5,4.861,19.9
3136.0,1.1,845.2,-999.0,128.3,1151.2,95.1,709.1,397.2,8.0,51.9,0.9322,1.8
3137.0,0.7,802.2,-999.0,96.3,1016.2,35.1,1289.1,721.2,17.7,146.5,43.765,2.7
3138.0,-999.0,1048.2,-999.0,-999.0,698.2,-999.0,1570.1,846.2,35.2,46.5,38.752,11.2
3139.0,2.6,1023.2,-999.0,185.3,829.2,115.1,1842.1,983.2,34.5,40.9,32.671,14.9
3140.0,2.9,-999.0,278.1,166.3,-999.0,127.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
3141.0,-999.0,909.2,-999.0,-999.0,909.2,-999.0,941.1,753.2,10.9,72.7,1.5136,4.5
3142.0,2.4,1224.2,278.1,152.3,850.2,111.1,1637.1,1055.2,15.8,101.9,2.7991,10.1
3143.0,8.4,1693.2,-999.0,1189.3,412.2,178.1,1949.1,2025.2,10.5,158.7,3.0979,31.7
3144.0,1.6,1102.2,-999.0,235.3,693.2,158.1,1178.1,1042.2,16.5,93.3,2.6926,6.0
3145.0,-999.0,1124.2,-999.0,-999.0,965.2,-999.0,1521.1,791.2,14.8,130.1,32.398,5.6
3146.0,0.7,849.2,-999.0,117.3,1086.2,67.1,1108.1,604.2,14.2,129.1,30.961,2.3
3147.0,2.8,1247.2,-999.0,355.3,508.2,153.1,1550.1,1212.2,18.4,115.9,36.241,12.3
3148.0,5.6,-999.0,-999.0,1018.3,-999.0,212.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
3149.0,-999.0,872.2,-999.0,-999.0,991.2,-999.0,882.1,592.2,12.8,56.9,1.348,4.1
3150.0,-999.0,714.2,-999.0,146.3,1278.2,94.1,738.1,594.2,9.8,45.1,0.9094,2.3
3151.0,1.6,912.2,-999.0,274.3,959.2,157.1,893.1,821.2,7.8,78.1,1.3318,4.3
3152.0,1.6,928.2,-999.0,198.3,900.2,126.1,900.1,685.2,7.4,73.7,1.2337,4.7
3153.0,2.2,962.2,-999.0,164.3,835.2,96.1,1592.1,843.2,27.1,55.9,3.0436,9.6
3154.0,0.9,905.2,-999.0,163.3,851.2,48.1,1327.1,825.2,15.3,156.1,40.246,5.2
3155.0,2.5,-999.0,226.1,190.3,-999.0,119.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
3156.0,3.8,1370.2,-999.0,404.3,485.2,124.1,1945.1,1400.2,20.9,129.5,47.176,22.8
3157.0,1.2,1027.2,-999.0,132.3,788.2,94.1,1149.1,666.2,13.3,129.7,3.0403,3.5
3158.0,2.0,1153.2,-999.0,409.3,682.2,139.1,1180.1,1173.2,3.2,154.7,1.8955,7.5
3159.0,2.8,1335.2,-999.0,167.3,673.2,114.1,1840.1,1424.2,18.2,117.5,36.316,14.2
3160.0,1.5,1048.2,-999.0,80.3,845.2,65.1,1607.1,700.2,38.8,51.7,52.378,6.6
3161.0,-999.0,1336.2,-999.0,-999.0,542.2,-999.0,1759.1,1490.2,22.5,115.9,46.447,16.8
3162.0,2.3,1077.2,-999.0,337.3,690.2,135.1,1405.1,1023.2,16.9,117.9,33.697,9.8
3163.0,1.1,918.2,-999.0,-999.0,875.2,-999.0,1548.1,785.2,20.5,102.7,36.493,6.4
3164.0,3.6,-999.0,-999.0,763.3,-999.0,123.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
3165.0,-999.0,850.2,-999.0,-999.0,1275.2,-999.0,1407.1,589.2,13.2,156.7,35.248,1.7
3166.0,1.1,1040.2,55.1,71.3,1210.2,78.1,1325.1,555.2,13.1,119.3,2.758,2.9
3167.0,1.5,940.2,95.1,100.3,1103.2,90.1,1310.1,731.2,15.6,74.1,2.0341,5.1
3168.0,3.3,1274.2,-999.0,192.3,626.2,120.1,2023.1,1356.2,24.8,94.3,4.42,16.6
3169.0,2.4,869.2,-999.0,183.3,1051.2,102.1,966.1,641.2,9.9,83.9,1.6249,5.2
3170.0,-999.0,1264.2,-999.0,132.3,628.2,134.1,1820.1,1593.2,29.5,66.1,40.129,15.9
3171.0,3.0,1264.2,-999.0,228.3,609.2,129.1,1989.1,1280.2,27.1,74.7,39.343,18.1
3172.0,2.2,901.2,-999.0,309.3,1061.2,121.1,907.1,751.2,9.9,60.7,1.1974,6.7
3173.0,1.6,1081.2,-999.0,186.3,876.2,114.1,1434.1,1138.2,26.3,71.5,35.887,9.3
3174.0,2.0,1084.2,154.1,125.3,986.2,92.1,1501.1,786.2,16.1,82.7,2.3386,8.6
3175.0,-999.0,950.2,-999.0,62.3,881.2,92.1,1549.1,780.2,28.5,71.7,41.095,7.0
3176.0,4.1,1439.2,-999.0,854.3,522.2,179.1,1586.1,1852.2,15.0,114.1,2.9692,18.9
3177.0,2.4,1331.2,-999.0,274.3,588.2,80.1,1689.1,1252.2,28.6,84.9,48.958,13.0
3178.0,2.3,1114.2,-999.0,319.3,633.2,121.1,1705.1,1199.2,29.2,70.9,42.124,12.8
3179.0,1.1,910.2,-999.0,54.3,1039.2,66.1,1282.1,500.2,39.8,27.1,2.995,4.6
3180.0,-999.0,1221.2,-999.0,96.3,648.2,110.1,1753.1,1050.2,34.8,46.7,38.059,14.9
3181.0,3.4,1385.2,-999.0,399.3,478.2,135.1,1620.1,1494.2,13.5,136.3,31.423,17.3
3182.0,2.9,1364.2,386.1,196.3,723.2,139.1,1850.1,1566.2,26.8,57.5,3.0685,16.8
3183.0,1.4,965.2,-999.0,205.3,799.2,127.1,1038.1,652.2,16.2,83.1,2.3677,4.3
3184.0,3.0,1125.2,-999.0,171.3,719.2,153.1,1921.1,1065.2,28.8,71.7,41.602,16.0
3185.0,0.9,956.2,-999.0,42.3,1260.2,53.1,1351.1,518.2,13.7,110.3,2.668,3.1
3186.0,3.6,1278.2,-999.0,438.3,505.2,185.1,1536.1,1890.2,18.3,105.3,32.833,14.9
3187.0,4.1,1364.2,-999.0,590.3,534.2,179.1,1436.1,1397.2,15.7,116.1,30.691,12.3
3188.0,3.1,1093.2,-999.0,288.3,599.2,122.1,1708.1,1200.2,28.1,66.1,36.892,14.5
3189.0,0.8,936.2,-999.0,134.3,911.2,89.1,949.1,741.2,13.6,80.1,1.9504,2.4
3190.0,3.2,1472.2,-999.0,323.3,497.2,101.1,1895.1,1516.2,25.3,99.1,47.095,21.1
3191.0,-999.0,994.2,-999.0,-999.0,852.2,-999.0,1400.1,882.2,19.9,134.3,46.015,4.4
3192.0,0.9,765.2,-999.0,122.3,1253.2,93.1,601.1,405.2,0.1,59.5,0.6541,1.5
3193.0,2.1,1240.2,108.1,119.3,1049.2,116.1,1532.1,947.2,18.5,67.3,2.2126,9.2
3194.0,0.9,873.2,-999.0,47.3,999.2,53.1,1413.1,528.2,36.3,48.3,42.805,3.8
3195.0,1.8,1107.2,-999.0,229.3,677.2,114.1,1311.1,1016.2,14.6,137.9,33.994,6.0
3196.0,5.2,1581.2,-999.0,933.3,435.2,202.1,1839.1,1966.2,14.3,133.7,3.319,25.5
3197.0,1.4,877.2,-999.0,112.3,1048.2,43.1,1193.1,669.2,21.2,55.5,2.1559,6.7
3198.0,6.7,-999.0,-999.0,1227.3,-999.0,326.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
3199.0,5.0,-999.0,-999.0,641.3,-999.0,215.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
3200.0,3.0,1284.2,405.1,167.3,755.2,116.1,1704.1,1064.2,20.5,69.5,2.5687,13.6
3201.0,-999.0,931.2,-999.0,-999.0,831.2,-999.0,1474.1,841.2,24.7,76.1,3.574,7.8
3202.0,0.4,709.2,-999.0,31.3,2559.2,27.1,787.1,324.2,12.1,74.7,1.6717,0.5
3203.0,2.4,986.2,-999.0,362.3,815.2,120.1,1011.1,976.2,18.4,39.1,1.3132,8.8
3204.0,2.7,1490.2,-999.0,182.3,782.2,108.1,1757.1,1422.2,16.4,100.1,2.8474,11.7
3205.0,-999.0,1124.2,-999.0,-999.0,667.2,-999.0,1569.1,1091.2,16.0,140.9,38.074,12.2
3206.0,4.5,1524.2,776.1,256.3,588.2,125.1,2096.1,1604.2,18.5,92.7,3.0202,22.0
3207.0,1.8,1143.2,-999.0,109.3,677.2,79.1,1829.1,1156.2,26.7,101.7,52.357,10.0
3208.0,1.9,1091.2,-999.0,213.3,698.2,62.1,1467.1,1014.2,18.5,137.1,4.417,9.2
3209.0,0.7,833.2,-999.0,30.3,1088.2,44.1,1496.1,717.2,23.6,102.5,44.002,2.8
3210.0,1.6,1034.2,-999.0,261.3,816.2,167.1,952.1,1049.2,5.0,104.1,1.4644,5.1
3211.0,1.7,889.2,-999.0,99.3,920.2,102.1,1492.1,647.2,30.4,38.1,2.5309,9.0
3212.0,4.5,1477.2,-999.0,624.3,455.2,146.1,2031.1,1750.2,22.7,109.1,44.311,26.7
3213.0,2.5,1098.2,-999.0,191.3,754.2,173.1,1648.1,985.2,38.2,33.1,32.584,13.0
3214.0,1.6,969.2,-999.0,75.3,753.2,84.1,1485.1,821.2,24.4,86.7,39.019,7.0
3215.0,4.2,1259.2,-999.0,502.3,559.2,188.1,1243.1,1531.2,9.5,73.5,1.3972,17.0
3216.0,4.5,1460.2,682.1,260.3,680.2,196.1,1953.1,1489.2,30.1,38.9,2.53,25.3
3217.0,5.3,1387.2,-999.0,460.3,508.2,194.1,2065.1,1510.2,26.8,86.7,44.743,26.7
3218.0,4.4,1537.2,-999.0,564.3,384.2,158.1,1941.1,1660.2,16.1,135.7,36.928,22.9
3219.0,2.9,1056.2,-999.0,187.3,786.2,108.1,1896.1,1111.2,30.6,48.5,31.258,19.0
3220.0,1.7,1102.2,-999.0,213.3,764.2,123.1,1204.1,1000.2,14.2,119.3,2.9689,6.0
3221.0,1.7,1048.2,-999.0,89.3,853.2,90.1,1637.1,747.2,28.9,82.7,48.592,6.3
3222.0,-999.0,1489.2,-999.0,-999.0,444.2,-999.0,2080.1,1686.2,17.9,132.7,4.123,29.3
3223.0,2.8,1182.2,-999.0,584.3,654.2,102.1,1431.1,1039.2,12.3,170.3,36.337,10.4
3224.0,-999.0,1024.2,-999.0,-999.0,810.2,-999.0,1576.1,710.2,33.2,65.3,48.664,7.0
3225.0,-999.0,980.2,-999.0,174.3,840.2,119.1,979.1,970.2,2.9,141.9,1.7149,4.6
3226.0,2.6,1136.2,353.1,127.3,856.2,101.1,1552.1,928.2,20.7,49.7,1.8793,13.2
3227.0,0.9,872.2,-999.0,168.3,1082.2,132.1,866.1,655.2,4.7,109.3,1.5046,2.0
3228.0,6.6,1633.2,-999.0,761.3,398.2,149.1,2271.1,1852.2,20.9,128.1,46.666,35.3
3229.0,1.4,984.2,70.1,71.3,1131.2,73.1,1359.1,494.2,12.5,128.3,2.8627,3.9
3230.0,2.4,1297.2,170.1,137.3,733.2,85.1,1823.1,1217.2,16.3,153.9,42.253,11.1
3231.0,2.9,1058.2,-999.0,188.3,696.2,140.1,1699.1,1318.2,26.8,57.9,3.0943,14.7
3232.0,1.3,1053.2,68.1,68.3,1147.2,81.1,1323.1,692.2,15.2,89.3,2.3722,3.8
3233.0,1.0,913.2,-999.0,54.3,911.2,58.1,1535.1,742.2,28.1,86.9,48.586,4.7
3234.0,1.8,1062.2,-999.0,84.3,816.2,98.1,1796.1,842.2,25.3,93.3,44.299,10.2
3235.0,-999.0,1105.2,-999.0,-999.0,847.2,-999.0,1573.1,1208.2,19.3,84.3,2.8819,10.6
3236.0,2.1,1333.2,64.1,174.3,1136.2,112.1,1517.1,1102.2,10.9,114.9,2.3224,8.0
3237.0,2.3,1296.2,-999.0,231.3,603.2,115.1,1914.1,1593.2,26.0,74.9,36.967,16.9
3238.0,1.4,1158.2,-999.0,142.3,673.2,62.1,1519.1,1072.2,22.0,123.1,48.001,8.6
3239.0,1.2,876.2,-999.0,102.3,1032.2,74.1,948.1,555.2,8.7,103.1,1.8316,2.5
3240.0,1.4,1259.2,-999.0,565.3,610.2,196.1,1165.1,1569.2,8.3,73.7,1.3048,15.1
3241.0,1.8,-999.0,-999.0,294.3,-999.0,122.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
3242.0,1.2,940.2,-999.0,188.3,900.2,112.1,955.1,879.2,1.5,152.7,1.6783,3.2
3243.0,0.7,815.2,-999.0,44.3,971.2,44.1,1538.1,774.2,22.7,126.9,51.508,3.3
3244.0,0.7,878.2,29.1,-999.0,1493.2,-999.0,1272.1,683.2,10.7,123.3,2.4568,1.6
3245.0,0.6,751.2,-999.0,43.3,1165.2,50.1,1353.1,678.2,18.5,106.9,3.451,2.0
3246.0,4.4,1400.2,-999.0,558.3,465.2,192.1,1542.1,1661.2,15.5,85.1,2.3137,17.6
3247.0,-999.0,1234.2,-999.0,104.3,644.2,104.1,1782.1,1252.2,30.2,60.5,38.233,14.3
3248.0,4.7,1380.2,-999.0,667.3,573.2,130.1,1547.1,1485.2,13.8,145.1,34.078,15.5
3249.0,0.5,768.2,-999.0,30.3,1155.2,40.1,1396.1,606.2,21.8,93.7,36.193,2.2
3250.0,1.3,1074.2,49.1,79.3,1098.2,88.1,1483.1,1040.2,14.9,121.3,30.544,5.4
3251.0,-999.0,954.2,28.1,60.3,1260.2,78.1,1334.1,925.2,11.7,123.9,2.6326,2.9
3252.0,5.1,1424.2,-999.0,506.3,523.2,218.1,2084.1,1537.2,32.3,57.7,40.972,27.3
3253.0,-999.0,1105.2,-999.0,-999.0,900.2,-999.0,1566.1,923.2,16.6,105.7,3.058,8.2
3254.0,1.6,1124.2,-999.0,313.3,690.2,178.1,1180.1,981.2,3.5,169.1,2.1031,6.7
3255.0,2.1,1202.2,-999.0,282.3,620.2,159.1,1255.1,1115.2,13.4,121.1,2.8504,7.2
3256.0,1.3,998.2,-999.0,115.3,786.2,67.1,1435.1,867.2,17.5,162.7,48.298,5.7
3257.0,1.6,1112.2,47.1,139.3,1228.2,77.1,1409.1,940.2,6.4,143.9,2.1796,5.1
3258.0,0.9,966.2,-999.0,58.3,967.2,65.1,1511.1,935.2,15.7,127.9,33.961,4.6
3259.0,2.5,1142.2,-999.0,293.3,603.2,175.1,1241.1,1092.2,27.0,36.7,2.0218,12.4
3260.0,2.0,1009.2,199.1,103.3,1015.2,85.1,1391.1,738.2,16.4,61.7,1.8049,8.4
3261.0,4.3,-999.0,-999.0,534.3,-999.0,209.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
3262.0,-999.0,930.2,-999.0,-999.0,933.2,-999.0,906.1,866.2,9.4,67.3,1.2874,5.3
3263.0,1.2,1007.2,64.1,53.3,1157.2,54.1,1404.1,528.2,13.0,159.5,35.422,3.0
3264.0,0.5,973.2,-999.0,53.3,977.2,70.1,1356.1,620.2,41.5,23.7,2.8846,5.6
3265.0,0.8,842.2,-999.0,40.3,1163.2,54.1,1294.1,490.2,41.9,23.9,2.9428,4.2
3266.0,3.6,1408.2,475.1,250.3,648.2,135.1,1886.1,1711.2,18.7,95.7,30.529,18.0
3267.0,-999.0,814.2,-999.0,-999.0,1276.2,-999.0,1339.1,626.2,15.6,103.5,2.8057,3.4
3268.0,3.0,1371.2,164.1,207.3,983.2,128.1,1730.1,1037.2,8.1,162.3,2.7208,11.5
3269.0,2.8,1409.2,-999.0,166.3,873.2,149.1,1689.1,1206.2,25.9,47.9,2.4496,14.5
3270.0,-999.0,1316.2,-999.0,-999.0,847.2,-999.0,1644.1,1047.2,17.6,107.7,32.044,9.3
3271.0,0.7,886.2,-999.0,31.3,971.2,43.1,1528.1,767.2,20.4,119.3,42.082,3.8
3272.0,3.1,1280.2,-999.0,481.3,555.2,144.1,1599.1,1624.2,16.5,144.3,4.108,14.9
3273.0,1.4,1069.2,-999.0,242.3,738.2,91.1,1469.1,976.2,19.4,143.3,47.632,7.7
3274.0,2.5,1049.2,-999.0,156.3,782.2,110.1,1190.1,796.2,15.7,123.3,32.677,3.5
3275.0,4.2,1205.2,-999.0,-999.0,579.2,-999.0,1744.1,1317.2,29.0,50.9,3.0799,19.9
3276.0,2.6,1192.2,254.1,154.3,827.2,124.1,1604.1,1223.2,16.9,88.1,2.6023,10.8
3277.0,3.8,1408.2,239.1,295.3,830.2,119.1,1777.1,1411.2,9.7,119.5,2.2372,15.1
3278.0,2.1,1110.2,-999.0,101.3,901.2,86.1,1632.1,891.2,26.1,63.9,31.798,9.2
3279.0,0.8,891.2,-999.0,110.3,1005.2,51.1,1382.1,823.2,24.9,98.1,45.376,3.9
3280.0,-999.0,1011.2,-999.0,-999.0,787.2,-999.0,1446.1,1012.2,20.7,121.9,44.026,7.4
3281.0,2.6,1183.2,234.1,150.3,904.2,119.1,1539.1,1205.2,12.3,106.5,2.3665,10.3
3282.0,1.5,-999.0,-999.0,95.3,-999.0,87.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
3283.0,1.3,955.2,-999.0,140.3,831.2,55.1,1362.1,862.2,17.7,141.7,42.415,5.2
3284.0,1.5,1150.2,-999.0,155.3,697.2,58.1,1502.1,1030.2,21.2,129.1,4.882,7.3
3285.0,2.1,1080.2,-999.0,153.3,923.2,121.1,1548.1,929.2,19.2,88.3,2.998,8.3
3286.0,3.9,1546.2,-999.0,173.3,769.2,116.1,1874.1,1122.2,18.6,87.7,2.8756,15.1
3287.0,0.6,921.2,-999.0,95.3,956.2,58.1,1143.1,672.2,13.8,135.7,31.825,1.9
3288.0,2.8,-999.0,254.1,237.3,-999.0,122.1,-999.0,-999.0,-999.0,-1998.0,-2997.0,-999.0
3289.0,0.7,782.2,-999.0,28.3,1287.2,9.1,1130.1,461.2,15.5,105.5,2.8534,2.1
3290.0,-999.0,1150.2,-999.0,180.3,686.2,116.1,1842.1,1169.2,26.6,92.7,47.404,11.2
3291.0,2.2,1231.2,122.1,130.3,906.2,105.1,1483.1,1245.2,11.0,112.3,2.2978,8.6
3292.0,0.8,729.2,-999.0,174.3,1234.2,96.1,773.1,628.2,8.8,49.5,0.9355,2.8
3293.0,2.8,1163.2,-999.0,-999.0,748.2,-999.0,1001.1,1296.2,5.0,107.9,1.5079,7.6
3294.0,-999.0,1018.2,-999.0,-999.0,950.2,-999.0,1574.1,685.2,18.6,91.1,2.9818,7.5
3295.0,1.5,1022.2,-999.0,149.3,1224.2,87.1,1210.1,847.2,16.6,118.5,33.163,4.6
3296.0,1.5,898.2,-999.0,79.3,1085.2,76.1,1468.1,589.2,12.6,151.7,32.914,4.6
3297.0,0.6,857.2,-999.0,24.3,1055.2,33.1,1331.1,451.2,39.3,40.5,42.412,3.5
3298.0,2.9,1309.2,165.1,178.3,954.2,120.1,1657.1,1112.2,16.0,74.5,2.0971,12.7
3299.0,1.7,990.2,-999.0,133.3,985.2,81.1,1685.1,874.2,22.5,95.9,38.551,7.6
3300.0,-999.0,1114.2,-999.0,-999.0,792.2,-999.0,1704.1,1182.2,16.9,100.9,2.9635,12.3
3301.0,-999.0,881.2,-999.0,-999.0,1017.2,-999.0,876.1,607.2,5.9,118.1,1.7479,1.9
3302.0,0.8,891.2,-999.0,105.3,1031.2,79.1,881.1,418.2,13.2,82.7,1.9552,1.8
3303.0,1.2,1022.2,-999.0,64.3,835.2,69.1,1669.1,821.2,23.8,108.7,47.293,6.1
3304.0,5.8,1501.2,-999.0,933.3,1090.2,178.1,1898.1,1791.2,13.8,133.1,3.214,28.4
3305.0,1.4,1029.2,81.1,68.3,1180.2,82.1,1287.1,639.2,14.9,82.1,2.155,3.8
3306.0,0.9,834.2,-999.0,111.3,1102.2,83.1,871.1,746.2,11.6,68.5,1.4863,2.7
3307.0,4.1,1195.2,-999.0,260.3,609.2,119.1,2244.1,1489.2,23.8,79.9,34.624,24.8
3308.0,-999.0,1084.2,-999.0,-999.0,910.2,-999.0,1575.1,959.2,14.8,126.3,31.564,6.9
3309.0,2.2,1226.2,-999.0,321.3,725.2,129.1,1307.1,1029.2,13.7,137.9,32.083,6.9
